Companyname;CVR;Telefonnumre
L-Work ApS;40842144;
Sunclass Airlines ApS;40844422;
BAUER DK A/S;40518681;
Solveo Statsautoriseret Revisionspartnerselskab;40844899;
CLT Denmark A/S;40845577;
Q-Nation Aarhus A/S;40845658;
Konsulenthuset for Socialøkonomi ApS;40845976;
Privatmedicinsk Klinik Mølholm A/S;40846727;
Reiulf Ramstad Arkitekter - Danmark A/S;40847243;
Greven EL ApS;40847472;
28B ApS;40848479;
2L Projektudvikling A/S;40850597;
Gluds Cafe Aps;40851038;
AJI Sushi Roskilde ApS;40642943;
Watercompany ApS;40854436;
Vallensbæk Center kebab ApS;40858067;
Tømrerfirmaet Roos & Jensen ApS;40519181;
Maximus Enterprises;40519734;
Infralink ApS;40521739;
NDT-NordicDairyTechnology ApS;40860444;
Rafaels Pizzeria;40527559;
SKAGEN MOTEL ApS;40528938;
Roskilde Tømrerfirma ApS;40528946;
BL Holbæk ApS;40644644;
GeoTech ApS;40865179;
S.R Isolering ApS;40529187;
Bring Courier & Express A/S;40868356;
JCP Consult-ing ApS;40871667;
SAGA Studio ApS;40872248;
Aagård;40872914;
Thermia Danmark A/S;40874690;
Fortinet Denmark ApS;40875344;
CARBUCKS ApS;40879528;
ALIVE.DK A/S;40881530;
WABI-SABI;40652140;
BJK 2019 ApS;40884181;
Vognmand Hans Skov Christensen A/S;40884467;
Conxion A/S;40652396;
Fransons ApS;40889590;
R&T Byggefirma ApS;40890467;
Café Vores ApS;40653562;
G.B ENTREPRISE ApS;40653589;
TARM VARMEVÆRK A M B A;40893113;
ICAP Scandinavia filial af TP ICAP (Europe) SA Frankrig;40893709;
Stemmild ApS;40894888;
BBH Aps;40655115;
Dansk Biofiber og Gødning A/S;40897739;
1DigitalTrust A/S;40898123;
Everyday Sushi & Wok ApS;40657711;
Bille Horses ApS;40898182;
Botilbuddet Selvbo ApS;40661212;
Kanagawa ApS;40661476;
Bilhuset Kolding A/S;40900098;
Itacho Aps;40900470;
EFK 3 ApS;40900640;
Café Snaptun v/Bao Dong Le;40903097;
Greve Tandlægecenter I/S;40905286;
AHA Livestage ApS;40664041;
Youmi Sushi ApS;40907491;
Autoriserede fysioterapeuter FysioDanmark Nykøbing F ApS;40664718;
Siemens Energy A/S;40664904;
Tømrerfirmaet Jesper Rude Hommelgaard ApS;40671501;
Bogholderforeningen;40910549;
IDC Management Denmark ApS;40911871;
Måttemanden ApS;40671633;
Fertilitetsklinik IVF Syd ApS;40913637;
Assersbølgård ApS;40673067;
Løkken Dyreklinik;40683615;
Via Capital ApS;40916083;
Fredericia Linesmen ApS;40916253;
Tandlæge Merete Repsdorph ApS;40687769;
Henriksen rengøring;40688560;
B10 ApS;40694390;
Mayemi ApS;40694455;
McLean;40695893;
Digital IQ ApS;40698574;
Dentorium Dental Service ApS;40704604;
Tømrermester NLH ApS;40713190;
One Thirty Labs ApS;40724427;
ABSALON & CO P/S;40934278;
RD Entreprise ApS;40938834;
Patona A/S;40939148;
Copenhagen Visual ApS;40725806;
Troels Bang Andersen;40941029;
Bistro 2020 ApS;40944990;
Uniify ApS;40727841;
Målestokken ApS;40728996;
Frandsen8680 ApS;40947957;
Ungeteam Falster ApS;40947965;
Kolding Produkt ApS;40729305;
Laplandar ApS;40948821;
3PL Frigo ApS;40729615;
Vetopia ApS;40730087;
PITSTOP DANMARK ApS;40952306;
Fresh Happy Mex A/S;40732365;
Danske Digitale Medier A/S;40954481;
La Qualita Birkerød ApS;40956239;
Tetra Pharm Technologies ApS;40738223;
Fanø Stråtage ApS;40958045;
Hair and Beauty v/ Lonnie Barny;40958762;
Claus Westphal;40958908;
Jesper Larsen A/S;40959165;
Nordjysk Multiteknik ApS;40959327;
Celis Consult ApS;40740236;
Dahls Industri ApS;40740422;
Østjylland Autoophug ApS;40960163;
Pizza House Sommersted;40741356;
Restaurant Bondestuen ApS;40741569;
CAH II A/S;40962638;
SMR Hus og Haveservice;40963537;
BB Silkeborg ApS;40964754;
Petersens Pizza I/S;40965793;
Dyrlægehuset Farum ApS;40742069;
Tømrerfirmaet AM ApS;40967370;
Tandlægerne Bojer ApS;40967834;
DLB ARKITEKTER ApS;40743464;
Køge Bugt Stilladser ApS;40968466;
HAPPY Nails Rosengård ApS;40746072;
R.J. Tagservice ApS;40969594;
Vinnys ApS;40969977;
Driftsselskabet Sørup I/S;40970290;
KIRKBI Operationel Support ApS;40972994;
NIDE ApS;40751610;
Frost Have og Anlæg;40755896;
din TANDLÆGE Brande I/S;40977937;
Nortex Tekstil og Reklame ApS;40978240;
Byens Regnskab;40757937;
NFT - Nordens Fiber Teknik ApS.;40982086;
Forevr ApS;40982337;
Gavdi Management A/S;40984550;
Freitag Store-Heddinge A/S;40985093;
Meny Kaffe Fredericia Fyn ApS;40985611;
Dansk Assistance Beredskab ApS;40758852;
HeLt Rent Multiservice;40986286;
Tensacciai Denmark Filial af Tensacciai S.r.l. Italien;40759077;
Take Away Søborg Hovedgade ApS;40987215;
Nordic Cooking & Catering A/S;40766405;
Punjab Village - pakistansk & indisk restaurant;40769668;
AB Transport og Spedition ApS;40772146;
RCCL Aps;40781226;
KP Byg & Service;40783733;
VinterBaderen ApS;40991816;
Clever Tech Group ApS;40791132;
Lønholm Agro ApS;40992405;
BR Byg ApS;40995463;
Forlev A/S;40997512;
Qinyang ApS;40796673;
Deutsche Telekom Nordic A/S;41001275;
atSpiro ApS;40797084;
Lars Løkke Rasmussen;40804625;
JAS.DK ApS;41004002;
The Shrimp ApS;41004738;
Hestetandklinikken Syd ApS;41005750;
Støtteteamet Passagen ApS;41006005;
MC Huse ApS;40813780;
White Spot Food ApS;40815244;
Ny Odgaard ApS;41010320;
GigaByg.dk ApS;41011351;
Nedrivningsfirma Nilsson & Søn ApS;41011467;
NEMA-BYG ApS;40815872;
Din Låsesmed A/S;41013141;
MFT Energy 6 ApS;40816291;
Jonas Bach;40821821;
THYGES VVS ApS;40823859;
Brobyværk Pizza;40825657;
ÖZ KONYA 2 ApS;40828451;
1900 Søernes Privathospital ApS;40830014;
Ejendomsmæglerfirmaet John Frandsen Fredericia A/S;41021993;
Wammas ApS;40833277;
Kebabish ApS;40833846;
Kauza ApS;41024216;
Astra Nord ApS;40835067;
The Donut Factory CPH ApS;41026545;
Implement Economics P/S;41026790;
Analog Kristensen ApS;41027126;
K.J.K. ApS;40839518;
Minas Nørrebrogade 72 ApS;40840826;
SÆFE Security ApS;41031832;
Crust ApS;40844511;
Fælleshaven A/S;40851518;
CrossFit Kalundborg ApS;40858660;
Kartago Capital A/S;40859586;
Safenetpay ApS;40860320;
Mandskabs udlejning;41036729;
Decon Mobility Denmark ApS;40862676;
Hvidholm;41037490;
LiqTech Ceramics A/S;41038071;
CITO A/S;41043040;
R & P Rengøring;41048735;
Aalborg Trosseføring ApS;40863389;
Visionhouse - Account & Facility ApS;41063637;
Henrik Jessen;40864822;
Min Søsters Kaffe ApS;41065265;
Odder barber;41066008;
Nsok-drift I/S;41066180;
Claus og Peter Madsen transport ApS;41066369;
Poul T. Dissing;41070307;
Dyrlægegruppen Dania A/S;41072164;
Gentofte Kino ApS;41074361;
Die Kleine Bierstube ApS;41074671;
Global Ocean Forwarding Logistics ApS;41076208;
Danmarks Multiservices;41076763;
Søndergård Park Pizza & Grill I/S;41076798;
Godis Grønt ApS;41076968;
Power Fuel A/S;41077719;
Udbudshuset ApS;40864970;
BioLean ApS;41078219;
YI·EAST ApS;40867228;
TS Supportteam ApS;41083441;
Gela Wood Design ApS;40649921;
Dansk Halbyggeri A/S;41086394;
KT-Byg ApS;40887199;
Ferrodan Iron A/S;40892257;
HT Sahin ApS;41094818;
Lanternen;41096578;
Dana Tank A/S;40892273;
Oliven Pizza v/Azad;40894918;
Barbarian ApS;41100729;
Global Service DK ApS;41103329;
S&M Entreprenør & Maskinudlejning ApS;41104430;
Driftsselskabet Café Smagløs af 2020 ApS;41106182;
Kintobe ApS;41107057;
HS-TEC ApS;41107278;
Macquarie Investment Management Europe S.A. Denmark Branch filial af Macquarie Investment Management Europe S.A. Luxembourg;41107480;
Helge Frandsen Varmeteknik A/S;41112328;
King Catering ApS;40898166;
GFD 3000 ApS;41114746;
MILAS ApS;41116102;
Upryt ApS;41116552;
Marios Pizza ApS;40898336;
Western Digital Denmark ApS;40899138;
Quick;41121211;
Din Fys Aalborg ApS;41122161;
Bakgaarden;41122625;
TOTAL EJENDOMSSERVICE ApS;41124784;
Solar Park Kassø ApS;41125411;
Frontline Event ApS;41126752;
Dueholm Ridecenter I ApS;41126825;
REAPORTE ApS;41127864;
DK Glas og Montage ApS;41129832;
Fonden Øernes Autisme Tilbud Petersdal;41132329;
FSR Europa ApS;41134526;
UNIKDANMARK ApS;40906207;
FA Service ApS;41137053;
Vanderlande Industries Denmark filial af Vanderlande Industries B.V. Holland;41137177;
BKJ Autoservice ApS;41138696;
JRJepsen;41139013;
Restaurant og Motel Tylstrup Kro K/S;41140534;
Tømrermester Mikkel Juler ApS;41141298;
Pilar ApS;41141379;
Eurotroll Denmark ApS;41142049;
RQS ApS;41143541;
Mosskov Pavillonen I/S;40907580;
Tømmergårdens Tandlæger I/S;40908358;
CD Bolig Lene Bang og Søren Bregnhøj ApS;41145005;
Avallone ApS;41146567;
AQ Entreprise ApS;41147164;
Tandlægerne Gartnerhaven 3 I/S;41149302;
CP-Landbrug og Udlejning ApS;41151889;
Howden Brand- og Risikorådgivning ApS;41154896;
Sandholt Gods K/S;40910247;
Randers Hifi ApS;40911995;
InnoPilot ApS;40914161;
Louise Marlene ApS;41156481;
LifeBoard ApS;40914358;
Panino 2 ApS;40916261;
Digital-Media ApS;40916733;
Jaspis;40919457;
Kelds Pølser og Vognudlejning ApS;41163984;
Skovbo Forsyning ApS;41164050;
LuaBio ApS;41164611;
A&M TRANSPORT ApS;41165472;
WK Multiservice;41166649;
V.N Pizza & Burger;41167424;
GUG Rengøring ApS;41169494;
MA Management ApS;41170212;
Black-Angus ApS;40922253;
H.E.F ApS;40924671;
Tandlægerne Friheden ApS;40927867;
Khalaf Group ApS;40928766;
DanEvent ApS;41176164;
Santa Maria Pizzaria v/Albina Kajevic;41179821;
Skovby Kro ApS;40931473;
Klax ApS;41180862;
Vaest ApS;41182466;
Soldal Auto v/ Thomas Buus Stubben;41187093;
Lægeklinikken Hørsholm ApS;41187409;
Bubble Time Café ApS;40932518;
TS-C ApS;41189282;
Kalø ApS;40939644;
FOFair ApS;41193123;
400grader I/S;41195584;
Hylke Ridecenter v/ Lærke Rikskov;40946667;
Multi Service Estate ApS;40947221;
Kær.dk Struer ApS;41198699;
Boris Fisk eftf.;40948341;
MK Solution ApS;41200731;
D&C Byg ApS;41200898;
Frb Osteopati ApS;41202289;
T-Smile 2019 ApS;40950311;
Cafehjørnet ApS;40951679;
EFK Ren ApS;40953450;
Zi Yang ApS;40957391;
Montagehuset ApS;41208171;
JuelLarsen;40959548;
Bagerdygtigt ApS;40959939;
Venue POS A/S;41211741;
Rasmus Thorsen;40960635;
AVK Precision Castings A/S;41214902;
Sushi Amor Solrød II ApS;41215186;
Proud Mary ApS;41215933;
Frederiksgade BB ApS;40961038;
Megagræs v/ Ane Rasmussen;40967281;
EF Solutions ApS;40967966;
Thisted Vaskeservice ApS;41230533;
United Fintech Denmark ApS;41233230;
CP Bane & Anlæg ApS;41233745;
FDH Tømrerentrepriser ApS;40969187;
ISVÆRKET HORSENS;41237090;
Jysk Ventilation & Køleteknik ApS;40974873;
Platform ApS;41238836;
Mindcamp ApS;40976159;
Fonden World Climate Foundation;41243163;
Ernst & Fossdal ApS;40978917;
Fryd Nygaard og Bonne I/S;41248041;
Proces-Automatik ApS;41248858;
Vækst+ ApS;41250038;
Nymann Agro ApS;40985980;
Fieldservice ApS;41252464;
Freya Biosciences ApS;41257547;
Café Forsinket ApS;41257725;
Klipoteket Esbjerg ApS;41258489;
Albyg ApS;41258527;
ÅF TeknikTrekanten A/S;41258810;
Fine Traffic ApS;41259698;
Røntgen- og Ultralydklinikken I/S;40986472;
Pizzeria Dai Cimbri;41262958;
Almind Kirkeby Vandværk A.m.b.a.;40987657;
Bækstra ApS;40989064;
Nordic Fantasy ApS;40989358;
Lunar Millennium ApS;41267038;
Hem Steel A/S;41270675;
Tandlægeselskabet Colosseum Vejle ApS;40990909;
Bilcentret Lindved ApS;40991425;
BIRDSATFIVE ApS;41272252;
Johnny Kofoed-Jensen Statsautoriseret Revisionsanpartsselskab;40992138;
Frederiksberg Vinbar ApS;40998497;
Billarden 2020 Aps;41001305;
Algorize ApS;41002832;
Tandlæge Buendia ApS;41007087;
Thorning Vandværk;41008652;
Codelab ApS;41277572;
Nielsen og Kristensen ApS;41278161;
Global Technical Support ApS;41278692;
Gourmet Pizza / Yildirim Celik;41281189;
LINDEGAARD EL & TEKNIK ApS;41011955;
Kibæk Pizza Steak House;41015136;
Dar Atlas ApS;41293217;
Margueritten Grill & Cafe ApS;41293721;
Stursbøl ApS;41294795;
North Zealand Horses ApS;41294906;
Boelskifte Advokater Advokataktieselskab;41016108;
Øre-næse-hals Specialisterne for Østerbro og Gentofte I/S;41296372;
SUSHI TAKUMI ApS;41300272;
Takumi Sushi Horsens ApS;41300280;
FDB Møbler A/S;41018178;
Søren Madsen;41018518;
Frisør Drop In Z ApS;41019905;
Bolig Multiservice;41305304;
Ejendomsmæglerfirmaet John Frandsen Galten & Odder A/S;41021977;
Murerfirmaet Lauridsen A/S;41023228;
Bording Brugtbilcenter ApS;41023694;
Bjerborg El Service ApS;41025794;
Tandlæge Elsa Durhuus ApS;41027134;
Steen Jørgensen El-Service ApS;41028165;
PB&E ApS;41032235;
Marsk Destilleriet ApS;41034068;
Lundegaards Murerfirma ApS;41319720;
Dansk Smede & Stål Teknik ApS;41034262;
SentiSpec ApS;41324007;
CityHub CPH Vesterbro ApS;41034726;
Safe 2 Work ApS;41035633;
Lundagergård I/S;41326026;
DjursSam ApS;41037377;
A Hereford Beefstouw;41056193;
Læge HHK;41328908;
GE Production ApS;41065176;
Taxi April 4 ApS;41331658;
Træidé ApS;41334592;
Music & Joy ApS;41335475;
GC Erhverv ApS;41335823;
Rønne Autolakering ApS;40883924;
Lolas ApS;41091495;
AJ VVS ApS;41341483;
Hv. Sande Bryghus ApS;41343192;
Vestas Industrial Cooling ApS;41343842;
Travel Operations Business A/S;41097272;
Neptun Seafood ApS;41344695;
Care DK BidCo ApS;41100516;
Datoselskabet 140225 ApS;41345659;
Vennersminde Fasanproduktion ApS;41350288;
Viet Nails & Beauty ApS;41351675;
Tandlægerne Nuuks Plads ApS;41352868;
Heras Bygningsautomatik ApS;41354704;
K/S Atlantic Hotel Kolding;41355026;
K/S Atlantic Hotel Atlantic Aarhus;41355034;
MAZ Entreprise ApS;41356235;
Brinck Dæk og Autoservice ApS;41113731;
AFA BYG Enterprise;41116846;
Horsens Legeland ApS;41366133;
V-Tech v/Thomas Sørensen;41368764;
MMA OFFSHORE A/S;41117974;
Cafe Le Fiesta ApS;41371269;
Tømrermester Finn Vesterholm ApS;41372834;
MP Biler Slagelse ApS;41134712;
Sams Pizza;41144157;
Burgaard ApS;41373571;
Fresco Barfredsvej pizza burger & sandwich;41374578;
IME Technology ApS;41144203;
ENI Entreprise ApS;41154934;
Blinkblinkblink ApS;41376627;
Begravelsesforretning Betina Pape bedemand ApS;41156007;
Wilgart ApS;41156139;
Wak Pilotering ApS;41158247;
CPC Group A/S;41159308;
Louis Burger 1650 ApS;41383232;
JS Carline Hillerød ApS;41160306;
Top Nails ApS;41161639;
Jumbo Logistik ApS;41384565;
FLOOFERS ApS;41385065;
First Mover Group Denmark ApS;41385340;
Kirk Kapital Fondsmæglerselskab A/S;41172266;
Raaholdt Byg ApS;41387408;
Silocph ApS;41172452;
Lookahead ApS;41174331;
Balancial Danmark ApS;41390484;
Tandlægerne i Midtpunktet I/S;41390786;
MOEs ApS;41391537;
NordInvent ApS;41391782;
CASA Arkitekter ApS;41393815;
Aagaard. A/S;41175796;
Tømrerfirmaet C. Lydolph ApS;41394242;
Trinity Human Resources ApS;41180250;
Stens Læderhandel ApS;41188367;
Skycopter ApS;41191848;
CV PARTNER APS;41398213;
Egebjerg tømrer & snedker ApS;41398388;
CH Bilhus ApS;41196475;
Nordmann Group ApS;41399090;
Skårupgård Kvæg ApS;41198389;
KC Ejendomme 20 ApS;41401052;
Great Coffee ApS;41199997;
Murerfirmaet A. Drejer Jacobsen ApS;41402229;
Safeway ApS;41405368;
Dahlberg Låse & Sikring A/S;41406135;
Estate Korsør;41406844;
BEWi Circular Denmark A/S;41406984;
J. LAURITZEN A/S;41407360;
Emmys Kaffebar;41409827;
Reel ApS;41202807;
Nybrovej Dyreklinik ApS;41203544;
De søde;41414278;
Advokat Mikael Delin;41205881;
Decanus ApS;41206632;
Brætspilscaféen ApS;41210710;
Chip Interfaces ApS;41416874;
G Totalentreprise ApS;41211555;
Kiropraktorcenter Lillebælt ApS;41418915;
HP INVESTMENT ApS;41419199;
Taastrup Bilsalg ApS;41420472;
JUVIDA Fitness ApS;41421908;
Top Rengøring ApS;41421932;
MDK Biler ApS;41214333;
Nutanix Denmark ApS;41423676;
BMY Invest ApS;41424346;
Anlægsgartner Nygaard ApS;41430893;
Musikfabrikken ApS;41221712;
Hello Shopping ApS;41222093;
Jørgen Overbys Tegnestue A/S;41433604;
Daromio Denmark ApS;41222239;
KLITTENS Pizza & Grill;41237058;
Shawarma King ApS;41435844;
Privathjælpen Holstebro ApS;41436050;
Ravnsborggade 19 ApS;41238070;
byNWR Originals ApS;41242531;
MLH Lastvognsservice ApS;41438231;
Storm Aalborg ApS;41246847;
Roots Juice & ´Wich ApS;41438525;
OutScale ApS;41251379;
Nordjysk Totalbyg ApS;41260866;
Aarhus Barber Trøjborg ApS;41263997;
Sporskift Forsorgshjem ApS;41441739;
Reinhardts Multiservice;41264721;
København C.B. ApS;41443189;
Down Town Pub ApS;41443316;
Hyllested Murerforretning ApS;41266422;
HSF-Fonden Hirtshals;41444371;
AP Multi Consulting Services ApS;41444908;
Horsens Polering ApS;41445076;
Iacob Multiservice;41447249;
Mercatus A/S;41271272;
Skiltefabrikken.nu ApS;41449020;
Celonis ApS;41449691;
ND Construction ApS;41450789;
Højbo Gartneri ApS;41453338;
Lasse Skov ApS;41454377;
R.N Company ApS;41454954;
Erling Kjærs Maskinstation ApS;41454989;
Service Crew ApS;41455330;
Hadsund Taxa ApS;41455764;
Kokkedal Hospitality Group ApS;41455837;
USE ApS;41456655;
Raw Power Games ApS;41456841;
DETBLÅ ApS;41271809;
Ankerstedet;41272589;
Lægerne Amagerbrogade 17 2. sal I/S;41272694;
SKAWINSPECTION A/S;41458941;
Shish ApS;41459042;
AP Maskiner Danmark A/S;41460148;
UAB GALMINA STATYBA;41460482;
Murermesterne CO ApS;41461047;
Eriks Auto ApS;41462612;
Kimex Vamdrup A/S;41462892;
Skovmand ApS;41464631;
Gindeskovgård Udlejning ApS;41465069;
Niels Chr. Lind;41274654;
Natursmuk ApS;41275286;
Tsh totalservice;41466669;
MindFuture ApS;41275677;
Skaarup Landskab ApS;41469595;
Ny Damgård ApS;41277378;
MK Autolakering ApS;41470720;
Tandlæge Agerbæk & Co. ApS;41472405;
RADO Byg ApS;41472499;
Accenture Song Production Studios Denmark A/S;41472561;
Ulkind A/S;41472650;
Nørrebrogade 109 Fredericia ApS;41472677;
Kærgaarden Agro A/S;41472723;
Klippe Rummet ApS;41474033;
FONDEN FOR HÅNDVÆRKSKOLLEGIER;41281987;
Gyrup Landbrug ApS;41286431;
Industrial Climbing Solutions ApS;41475323;
Soapie;41476982;
Capstål ApS;41295783;
Takumi Sushi Næstved ApS;41300302;
TT MEDIA ApS;41477903;
Biergarten Blåvand ApS;41300612;
Au2mate Zealand A/S;41479558;
ED total;41302437;
Din Smed Søren Andersen ApS;41481358;
Rederiet Nordic ApS;41481420;
Søren Gjøl Jensen;41306289;
Palægade 2.0 ApS;41308605;
CTN-Transport I/S;41484950;
Tandlægehuset Nordborg ApS;41485353;
Flöss ApS;41486589;
Børne- Unge- og Familiekonsulenterne ApS;41487968;
Din Far ApS;41488190;
Jais madhus ApS;41309180;
SUSTAINX ApS;41309466;
Haderslev Hestepraksis ApS;41493747;
Harepus;41310243;
AMK Kalveproduktion ApS;41313560;
IN-GROUP ApS;41318163;
Bastionen Byg ApS;41499206;
TP Performance ApS;41499710;
Selskov Anlæg ApS;41318651;
Laudrup & Dufour ApS;41321164;
Engestofte Gods I/S;41078197;
ATTA FONDEN;41082267;
Poetype ApS;41504536;
TS Byg Entreprise ApS;41084049;
Kelds Rengøring ApS;41087102;
Bonde Tømrer & Snedker ApS;41507624;
Kurvatur A/S;41507845;
Tømrer & Snedkermester Christian Overgaard ApS;41507861;
Salon-Salon Holstebro ApS.;41510943;
Gülsen ApS;41344490;
Jonas Winther Tømrer & Snedker ApS;41513977;
Sydhavs Gruppen ApS;41345411;
Psykiaterne Peter Mark og Jonas Astrup I/S;41516518;
Byggefirmaet Lindgaard Nielsen ApS;41518227;
MCDC 20 ApS;41358548;
DKEV P/S;41520841;
Dansk firmavaccination ApS;41521503;
Pantella ApS;41522534;
Restaurant Udsigten Kystvejen ApS;41523794;
Frederiksberg Gynækologi;41361468;
JF Tagmontage ApS;41370750;
F5 Denmark ApS;41372982;
Frisøren i Klaregade ApS;41527730;
VFA Ventilation ApS;41532696;
Cardel Ejd. & Projekt ApS;41532955;
Gilleleje ApS;41533676;
AA Bilcenter ApS;41373334;
Burgerklubben ApS;41375531;
Performativ ApS;41540001;
L&N Supply Ships ApS;41540079;
ESTAS Invest ApS;41375671;
Dannebrog Service ApS;41543930;
GS Supply ApS;41544112;
Papp Danmark ApS;41545933;
Synergy Marine Copenhagen A/S;41548177;
Knabstrup Retail ApS;41381132;
Nornorm A/S;41554142;
21st.BIO A/S;41554908;
Restaurant Marsvinet ApS;41557494;
MediaBrands Denmark ApS;41561165;
Arm Denmark ApS;41563451;
Ejendomsmæglerfirmaet &Living Rungsted ApS;41381337;
Tandlægerne Nord-smil.dk Odense ApS;41381787;
Il Gabbiano restaurant og café ApS;41565306;
Familielægerne på Toppen;41567104;
EWA Sensors ApS;41568534;
Crone Renovering;41571705;
Dilans Pizza ApS;41575557;
Wroomservice ApS;41382740;
Grønningen 5 I/S;41577533;
RSA Danmark (filial af Rutebileiernes Standardiseringsaksjeselskap Norge);41383518;
Masonik ApS;41383747;
Mediebureauet-Balance ApS;41579749;
Det lille loppecenter v/MKN Ejendomme;41386940;
De Små Revisorer ApS;41583479;
Munch & Siersbøl ApS;41583606;
ØDUM AGRO A/S;41389710;
Midtbyens Lægehus Holstebro I/S;41390336;
Atik Retail ApS;41394102;
Dansk Bilpleje;41394552;
Quantum Project Controls ApS;41395001;
Valdemarskilde Skovdistrikt I/S;41395354;
Ammitzbøll & Søn ApS;41590858;
Malermester Egelund ApS;41398884;
MS Multi Service ApS;41594373;
Reblade ApS;41594411;
TA-Ejendomme ApS;41594713;
Dyrlægehuset Hornsyld ApS;41400005;
Christian Jensen Tømrerforretning ApS;41594926;
ARTHEA ApS;41595612;
Râzapâzen ApS;41598301;
DanskeBolig ApS;41598522;
M.S.B. ApS;41401303;
Coiver DK A/S;41599219;
Thai Me Food;41409843;
Hvam Tekniq A/S;41410884;
Odense Flisemurer ApS;41415819;
Kilsgaard Byg ApS;41602414;
Mister PHO ApS;41603224;
Phoenix Rising ApS;41603372;
Lars Frey ApS;41604859;
Vennelyst Ingeniør- og Entreprenørforretning A/S;41416556;
Salon Hair ApS;41416599;
Shake-it A/S;41606045;
DS Flexhal A/S;41416998;
Hammersholm ApS;41423358;
Your Brand Partner ApS;41615745;
Brunsborgs bedemandsforretning ApS;41432179;
Servicecenter Køge ApS;41617667;
Leadgen Group ApS;41432357;
Milano Pizza Valby ApS;41621745;
FokusRengøring ApS;41434589;
ML Udlejning;41435305;
Corner Bar;41436174;
Pulshuse ApS;41437944;
NH Strandgade ApS;41438355;
Danee Auto ApS;41439777;
Kim Dehn Auto A/S;41440775;
Staun Transport ApS;41631570;
LJB Service ApS;41631848;
The Green Corner ApS;41440996;
Meilgaard Slotskro I/S;41442972;
TripleNine Services Esbjerg A/S;41443375;
Byens Malerfirma;41448652;
Tandlægerne Juel & Krabbe II I/S;41457007;
Palmarès ApS;41642548;
AC Accounting ApS;41457716;
